Q9BPZ3 P08574
O14526 Q96T76
P20290 Q9HCE7
Q9UQL6 Q5HYJ3
Q08378 O14924
O60683 Q09019
O14579 O94972
Q9H8V3 P10721
Q8IYJ3 Q9P202
Q13608 Q7L0Q8
Q9P031 Q13191
Q96PM5 O43639
P30260 O15287
Q8WTW4 Q9UHW5
Q5T7N2 Q9BZZ5
Q12834 Q9UJC3
O76081 P10636
Q52LW3 O94992
P17980 O75083
P53355 P07948
Q86UP2 O14543
O00212 Q9H8X9
A5YKK6 Q99758
Q9HCE7 O00116
P62380 Q9BRX9
Q9H8V3 P06400
O75530 Q14142
Q13823 Q96RR4
Q15038 Q9NR46
P20290 Q8IZQ1
Q9H6T3 Q96MY7
P34947 Q9UNX4
Q02241 Q6ZRQ5
Q969X5 O75477
O60313 Q15051
Q12933 O43896
O00330 O43482
Q15637 Q9H0E2
Q9P2S5 Q92667
Q99615 Q13616
O14776 P51149
Q92838 Q9Y5Q9
Q86SQ0 Q8TBB1
Q92769 Q13510
P68400 Q15628
Q7Z699 O95071
Q9Y615 Q8IZ69
P49792 Q969G3
Q92667 Q13618
Q4VCS5 O14836
P35240 P49321
Q9Y6A5 Q13064
Q9BT09 Q9UBB4
A0FGR8 Q92667
P35606 Q9UL15
Q9NYB9 Q9BSI4
P49720 Q5TCZ1
Q16186 P41743
P18206 O15527
Q9Y5X1 Q92614
P07948 P52735
O14617 P04792
Q9UPR3 P34897
P56945 P32971
Q9P2S5 Q15029
Q14258 P14373
Q8TEW0 Q5S007
O14874 Q16531
Q8WXW3 Q9H8V3
Q5SZD1 Q71SY5
Q96NA8 P42858
Q15542 Q9UHV9
Q969V5 Q14318
P14866 O43678
Q8N5R6 P19419
O14543 Q6WCQ1
Q676U5 Q08378
Q6IA86 P04792
P33993 P51572
P51116 P82914
Q12899 P51617
Q9Y4K3 Q9BPW5
Q9GZT3 Q9UGI0
P41743 O43566
Q15269 Q96HA7
P58340 O15067
Q8NFZ5 Q9Y5W9
Q9NYZ3 O75592
P08621 P10745
P46937 P51116
Q6PKG0 Q92925
O76094 Q96B97
Q5VYK3 Q8NEH6
Q14258 Q9NVK5
P11274 Q13438
Q5T7V8 A4D1E9
P49821 P13569
Q9NRD5 P52701
Q08426 Q53EZ4
Q9NPJ6 Q6ZU52
Q12955 Q13263
Q6P2Q9 O94842
Q69YN4 Q9BVN2
Q08AD1 Q9Y5X1
Q99623 Q5XPI4
Q14137 Q9NPF4
P08581 Q8WU79
Q96PM5 Q9H5K3
Q16543 O00499
Q96RK0 P35052
Q9UPR3 Q14684
P15924 P57075
Q13011 P62318
Q6ZMI0 P48047
P53350 Q86XZ4
Q9Y250 P40763
Q07666 Q15061
P46937 Q86Y82
P42345 Q9UKA1
Q92567 O95248
O94972 Q68D10
Q8IUH5 Q8N0S2
Q8WY36 P09012
O95218 O43924
Q9NUQ6 P42694
Q9Y5X1 Q9NZC9
Q07065 P55209
Q9Y2J4 O00221
Q9H0X6 P49257
Q9C005 P25963
Q5T9A4 Q6PF18
Q9NSE4 Q15669
Q92538 Q8N3L3
P54819 Q13188
P40938 A6NHR9
O43929 Q658Y4
Q15038 P08621
Q9Y512 Q96T37
Q16543 Q6RW13
O14939 Q12933
Q13501 Q99614
P49815 Q8WXH2
Q13490 Q8TDR4
Q5TC12 Q9BZB8
Q13490 Q00987
Q14789 Q9BY78
Q8NDT2 Q3SY00
O43765 Q99558
P40855 P51991
P58107 P41743
Q9HCE1 Q6PD62
Q96PK6 Q15653
Q96GA3 Q96NL6
Q9UPQ9 Q92615
Q9UJV3 O14733
Q9HBA0 O60508
Q16671 Q96CN9
Q99417 P30622
Q15147 Q12788
Q9UQB8 Q96EA4
Q8N488 Q66K74
Q9H4E7 Q2M1P5
Q13469 Q86UY6
P35222 Q9Y6M1
P98179 Q8IY31
Q07065 Q4V328
P42331 Q86YT6
Q16512 P19338
Q14980 Q7RTV0
O75934 O43896
O95255 Q69YU3
Q14203 P07476
Q12846 Q8TD31
Q13435 Q96KQ4
Q9Y3X0 O75925
P55884 Q9Y6E0
Q8TEQ6 Q9NX20
Q9H0X6 P40939
P30085 P53350
Q96EE3 Q14999
Q13200 O43776
Q9UPX8 Q15311
O00267 Q9BXW9
Q9UBT7 P53794
Q9H583 P13569
Q9BQ67 Q9NQL2
Q9BRK4 Q9BYF1
Q9UL15 Q14318
Q96NX5 P53350
O75344 Q6ZU80
O95835 Q13216
O75031 Q13469
P04792 Q9UL15
Q86VM9 Q8NFJ9
Q92900 Q9BZD4
Q8WXW3 Q5VT52
Q96EA4 Q9HCN4
P35527 Q8N5V2
Q13418 Q4G0J3
P62258 O43684
Q96Q89 Q9NQW6
P33993 O75127
P22830 Q96PU5
O00161 Q04323
Q9BV68 Q92900
P36776 Q53T94
Q86TM6 Q9H425
P35568 Q5T7N2
Q8N488 Q9BZZ5
Q9NWU5 Q9NZN5
Q5EBL4 A6NIH7
P62258 P61978
Q17RB8 Q8WVV4
Q08379 P51617
Q12986 Q13501
Q14008 O15550
Q53GS7 Q9NQ66
Q9H4M7 Q96K80
Q9NYB9 P47712
Q86XL3 Q9H773
Q96AX1 Q9HC77
P78344 Q9BWH6
O43663 Q08289
P56945 P47712
O14777 P42331
Q5SQN1 P62995
Q14204 Q6NVY1
Q8NEH6 Q9Y3D9
O14578 Q9Y4F3
P42858 O95140
P42704 Q15276
P14866 Q676U5
Q9BQG0 Q9BXL8
Q6I9Y2 Q92543
Q14134 Q53RE8
P24928 Q6W2J9
Q9Y6I3 P13569
Q9H000 Q9Y2J4
Q8N960 Q9NRI5
Q9H6L4 P09874
Q13501 Q9BZH6
Q6I9Y2 P62318
P14678 Q9H9E3
Q5RL73 Q9H792
P10721 Q13263
Q8NCN4 P62875
P43034 Q12933
P42858 Q9Y4J8
Q9NRA8 Q32MZ4
Q68CZ2 Q13263
O14746 P16435
O43310 O00161
Q92574 Q6P1N0
Q01970 P46734
Q15650 O75665
Q6P3W7 P34947
P52272 O14512
Q86VQ0 Q8WWM7
Q9NV06 Q9UBF8
O94874 P19838
P04629 Q16576
P60468 Q5JR59
Q14676 O75694
P42858 Q9P258
Q13200 P42336
O96017 Q13393
Q13523 Q9HCC0
Q9BQA1 Q96NT1
Q8N488 Q02410
Q15020 Q9H3U1
P53992 Q9UHV9
Q14789 P52429
Q53RE8 Q8TAT6
P29144 O75815
Q15025 Q14258
P49761 O75925
Q6XE24 P12757
P21860 Q13618
Q9BRK4 Q13875
Q69YN4 Q8WUM4
P28072 P78527
Q13873 P49792
O14965 Q96PM5
P49756 Q5VV42
P78317 Q68DV7
P42338 Q969L4
Q9HCJ0 Q5T8D3
P46934 Q4VC05
Q92734 Q9BXW9
Q14642 Q9NSC5
P49366 Q86XL3
P23434 Q96T37
Q96CS2 Q03518
Q92541 Q16659
Q9GZM8 Q9UH99
Q8WWW0 P14324
O60341 Q14181
A2VDJ0 Q8IUR5
Q9Y6M9 Q8TAD8
Q9H000 Q13435
Q8IYE0 Q9Y2U8
P20749 Q96KB5
Q9H254 Q96AJ1
O43295 Q15139
Q9BXM7 P04629
Q9BY77 Q9BYZ6
P00558 Q16531
Q6PJT7 Q8WVV9
O95163 O14578
P09496 Q8NHP8
Q9NNW5 Q9BYG3
Q9H6T3 Q9BXY8
P58546 Q8N4C6
Q9H074 Q3MIN7
Q16513 O43187
P61758 O60645
Q9NPJ6 Q9HCE7
Q6P4R8 Q9NRI5
Q13618 P49796
Q8IV01 Q9NSP4
Q8N137 Q7Z4K8
P19338 Q96RQ3
Q9BXC9 Q13137
O14773 Q13427
Q9BZF9 P33992
Q13469 A0FGR8
Q13616 P43246
O95361 Q9NVD7
P57078 Q9Y6I3
Q9NVX2 Q13554
Q14642 Q8WYA0
O95817 O95721
O15392 Q5VV42
O43663 Q14596
P07910 Q9H0Y0
P61964 Q8TCJ0
Q9Y2S2 P61978
P00558 O94875
P53667 P06733
O43310 P49840
Q02218 Q9UNH7
Q5XPI4 Q9Y6H1
Q8WVV4 O95159
P08621 Q9Y4H2
Q13322 O75925
Q8NFW8 Q92838
Q92625 P40763
Q14258 Q9NPF4
Q96F07 Q15628
P09874 P78362
Q15029 O95990
Q13009 O95248
P11362 Q9H2W6
Q15080 O75558
Q92575 Q13526
Q8NDX1 Q86TM6
P38398 Q8NI27
Q9BZF1 P29590
Q96F07 O95487
Q07065 P37173
Q5U5X0 Q9GZT6
Q96MA6 Q9NU22
P04629 P52948
O14508 Q9Y2T2
P48023 Q69YN4
P61289 Q9HBG6
Q16288 Q96RK0
Q13501 O94874
Q9NRC1 Q5S007
P43403 Q01844
Q96GR4 Q9BQS8
Q9BQD3 P35606
P46940 P40763
O14578 Q9NRD5
Q9UQ07 Q9H583
Q08945 Q9UL15
O14777 P27708
P49840 Q5JSL3
Q9H792 O95931
Q7Z460 Q52LW3
Q13564 Q9H8V3
Q96MT8 Q92925
P40763 Q14498
Q92667 Q9NYY8
Q13148 Q13233
Q9NWB7 Q5SW79
Q9UHR4 P49959
Q8NHV4 P26572
Q9H4M7 Q68G75
Q96NL6 O75665
O75530 Q14999
O14964 Q9H4A3
Q9Y2W6 Q6WKZ4
Q8NA72 Q9NWX5
Q13617 P50542
Q8N4X5 P49756
P52790 Q8IY84
Q14498 Q9Y6K9
Q13873 Q15051
Q15287 Q9Y5K8
P47756 Q9Y4W6
Q6WKZ4 P15735
Q92963 P35658
Q96LU5 Q07666
O95613 Q9NW64
P25705 Q96EA4
P61764 Q86XT4
Q14692 Q9BXM7
Q86XZ4 P10721
Q9BWG6 P40939
O95295 Q86W92
P56962 Q8N5R6
P25098 Q9H497
Q5VZ89 P55072
O43747 O60573
Q15139 Q13618
O95352 P55268
Q15652 Q9HBD1
P15924 Q9HCM3
Q00987 Q15669
P23588 Q7Z6Z7
Q92769 Q13315
Q96MT8 Q9HCE7
Q8N302 Q00534
Q6ZT12 Q9H0H5
Q96EV8 P33897
P30566 Q9NYB9
Q9P2S5 P56545
P01344 Q9P253
Q52M75 P10636
Q9Y2L1 Q58EX7
Q8NFZ5 P49821
Q7Z7L1 P35240
Q02833 O75925
Q8N488 P52948
Q13618 Q96E11
Q13042 Q92759
Q8TAD8 Q15542
Q14692 P50402
P05455 Q69YU3
Q05086 P53621
Q8TAP6 Q9NQW6
Q63HN8 Q9Y3M2
Q9Y5B9 P49406
Q12797 Q14746
Q86V81 Q96S44
Q92870 Q155Q3
P48029 P20042
Q8NHQ8 Q15007
Q13263 Q92734
P84098 Q14669
P42858 Q5T9A4
Q9BQG0 Q12899
P35228 O43402
Q9BY77 Q9HC98
Q12834 Q14974
O43660 Q8IX90
P20042 Q96EP0
O14965 P09874
Q9H4M7 Q3SY00
P50548 Q96I25
Q9NYJ8 P53355
Q15287 O43347
Q15287 Q8N960
Q96B97 Q9H6T3
Q13011 Q8N0S2
Q9H967 Q9NPF4
P60228 O43482
Q13523 Q86V81
Q9H7D7 Q86V81
Q68CZ2 Q13435
Q9BZE9 O43295
Q9UBN7 Q76N32
Q8TEB1 P22314
P14866 Q9Y375
Q9NYB9 Q9Y6S9
P62753 Q96L92
P49257 Q14596
Q15393 P35052
Q15149 Q8TD31
Q96QC0 Q13616
Q8N983 Q13480
Q16666 Q9Y2X7
O00233 O14578
P41743 O95071
Q96AW1 P24928
Q9UHY1 P33992
Q6IA86 Q8N8E3
Q9Y5S9 Q9UPN9
O95376 Q149N8
Q14181 O15294
Q92667 P20618
P78317 Q9HC77
Q9UPT5 P51159
Q69YQ0 Q9UBC2
P24539 Q15669
Q9UBN7 Q9UGI0
P49736 Q13064
Q13042 P14678
P31350 Q8N205
Q93034 Q05655
Q9NQL2 Q99570
P14866 P20794
P49736 Q66GS9
Q9Y6M9 Q13618
Q9NS91 Q13835
P51955 Q15025
Q15020 Q96LB3
P35222 Q9NYY8
Q9NPG2 Q9UJT2
P51116 O95248
Q5BJF6 P47756
Q7LGA3 Q8IY31
P61201 O60496
O75533 P14373
Q15058 O14939
Q8TDR0 Q6ZRI8
Q99816 Q8TAT5
Q58EX7 Q9Y250
O75934 Q8WYQ5
Q8TDR4 A9UHW6
Q9H6L4 Q15058
O43809 Q8WU20
P22570 Q8NA82
Q9NQG5 Q6PKC3
Q96RY7 Q9H2G4
Q9BQA1 Q9NVJ2
Q12770 Q12873
O75691 Q9BZE9
Q8IYT4 Q8IZE3
Q8TB24 Q12972
Q6AWC2 P08621
Q66GS9 Q15029
Q5VZ89 Q9BTT4
P46934 Q8N5V2
Q69YN4 Q9NUW8
Q12996 O15143
Q9NRC1 Q15058
O43508 O15270
Q8N684 P14866
Q69YN4 Q9Y5J1
O94874 Q7Z3T8
P55010 Q8N3K9
P40763 Q12873
Q8NEB7 Q9Y3D6
Q8WXW3 Q15029
Q2LD37 Q92900
O14556 Q15006
P36957 Q6WKZ4
P19338 P42345
Q9UJX5 O00212
A6NLP5 Q5T124
Q86V81 P61221
Q86X27 Q13200
O43795 P05387
P35251 Q9Y4K3
Q9H000 Q13112
P22061 P11498
P35222 Q6PJI9
Q9NUQ8 P14866
Q9ULU8 O94927
P49796 P02768
P60174 O14777
Q9NS91 P19838
P14174 Q9P1Y5
Q14204 Q9HC52
Q9BVP2 P52429
P14324 Q66GS9
Q9NSY1 Q14671
Q8NEZ2 P36542
Q9Y388 Q04637
P42336 Q92802
O15524 P56962
Q96CS2 Q9Y3D9
O95235 P31943
Q9H9F9 Q5SW79
O75558 Q92614
Q14258 Q99614
Q6ZW49 Q8N9N8
Q96QG7 O00161
P53992 Q9UPQ7
A5YKK6 Q6P1N0
Q9C0F1 Q5M775
Q969V4 Q709F0
Q9BR61 Q12967
P23508 O95140
P12755 Q9ULT8
O15360 Q8NFZ5
P42338 Q9Y2J4
Q9NX70 Q15386
Q02880 Q9Y3C5
P54098 P12004
Q5VT06 Q9UQE7
P29475 P43403
Q96PM5 Q9BSJ8
Q9H4M7 P78317
O15155 O15530
P02545 Q9UF11
Q9UPQ7 Q14999
P25098 Q9NVX2
P31943 O60341
Q96MT8 Q9BY27
Q9NPJ6 P07949
Q9NP79 P27816
Q9Y6H3 P25098
Q6PKG0 O75914
Q96HA7 Q13501
Q86TS9 P61421
Q9H4M7 Q08AD1
Q9UQ26 Q07666
O43292 Q8IWC1
Q9BXW9 Q99741
O43292 Q14847
Q8N465 P17980
Q9UGI0 P35573
Q5S007 Q5VU43
Q7Z7L1 Q15139
Q14999 Q9BXL7
Q3KP44 Q13625
O43795 Q9UNM6
P12956 Q12972
Q15058 Q8TAD8
P62873 Q6W2J9
O14647 Q9BVG8
Q9Y487 Q9BY44
P57740 Q9BXB5
P12956 Q8N157
P51149 P33241
Q8NEH6 Q6WCQ1
Q6UVJ0 Q6ZTQ3
Q8WXE9 Q0VG06
P50591 Q8NE71
Q8WVV4 O60504
Q8NF91 P30622
Q5W5X9 Q96PM5
Q86UY6 Q99704
Q14677 Q15652
Q8N302 P51617
Q7Z5J8 Q86US8
Q66GS9 P46778
Q96QF0 Q6ZU80
Q9Y383 Q9H0L4
Q13616 Q9Y4J8
P05783 P14373
Q8N9V2 O95373
P40939 Q99972
Q8TE68 Q8N488
O95900 Q96EZ8
O43752 Q8TF72
Q86UB2 P52815
Q13613 Q96T52
Q96G30 Q9BZF1
P68400 P22061
Q9Y5B0 Q9NVR5
Q96DX4 Q13033
Q13772 P02489
Q9UNY4 P25205
Q5XPI4 Q9UKV3
Q14566 Q4V328
P62753 Q9BVN2
O00154 Q5SW79
Q9H4B6 Q7Z406
Q8IYX8 Q969F1
P07948 P08559
P13639 P15924
Q9Y282 Q02156
O43402 Q8NHP6
Q9UHD2 P84098
Q9NS91 P62314
O14578 Q96HA7
P06400 Q15006
P36542 P35250
Q9NPG2 Q03113
Q9HAW4 P16435
P09874 Q96EZ8
Q9Y4X5 Q8WUM0
O75694 Q96AY2
Q6UB99 Q92918
Q96JH7 P38432
Q01081 Q9Y446
Q9H8V3 Q9Y3D9
Q9Y3F4 O43172
Q13873 P19338
Q7L590 Q5VV42
Q9ULJ8 P08559
Q96LB3 Q9Y5S9
Q14789 P49959
Q93034 Q9NRC1
O94874 Q96KQ4
Q86Y82 Q16082
O43809 Q9NYT0
Q9HC35 O15294
O15211 Q9UPN3
P50402 Q14498
Q9UHR4 Q9Y3X0
Q9H000 P27816
O14543 Q5T5Y3
O75791 O75496
Q9UBE0 Q6NSJ2
P46937 Q99996
P55327 O15061
Q92900 Q13905
P56945 Q5JTZ9
Q13425 Q13263
Q5JR59 Q9NSC5
Q9C0J8 Q8WXE9
Q9Y230 P27701
P13569 Q8N5F7
Q6VAB6 Q9Y297
O75179 Q99558
Q9BUI4 Q9Y6K9
O15357 Q6P050
P43405 P30084
Q92538 Q9HCD6
P41567 P12956
Q4G0S7 P13196
Q96C24 Q8IXJ9
Q12986 Q9BQ67
P04843 O95153
Q14999 O60610
Q9BZD4 Q9Y4K3
O94875 O95628
P20749 P18206
P11413 P15056
O76071 Q8IZE3
Q9NNW5 Q8WVD3
O75558 Q9UKN8
Q9UHA3 Q8IYS2
Q9ULD2 Q86TM6
Q7Z6Z7 O43399
Q96CW1 O75179
Q9UKT8 Q05086
O14949 Q9Y5B0
Q69YN4 Q92575
O94941 Q5T0U0
Q6PGP7 Q9HBD1
Q9Y4F3 Q9GZR2
O60701 O43663
O75925 P00540
Q92574 Q96TC7
Q9Y4K3 P52298
O94979 Q9NRD5
Q99959 Q9BSI4
Q14244 Q15417
P55072 P42226
Q15645 O75815
P45973 O75031
O60333 O00444
Q8TCU6 P62304
Q8IUW3 Q16576
Q8TCU6 P18754
O14964 Q3SY00
P51948 O75083
Q5S007 P19419
Q9BVC6 O94874
Q6Q0C0 P33981
O94874 Q13286
O14965 Q9UJX2
P49756 P57723
Q14692 P25789
O75787 Q13625
Q12899 Q9NS91
P09874 Q3KP44
P35712 Q9P2W9
Q96GF1 Q6P4A8
Q9H0E2 Q9UBB4
Q02241 Q9NX18
P61201 O43166
P35712 P62318
Q8N4C6 Q9UM54
P61221 Q6PKG0
Q9BVK6 Q8N5H7
Q05084 Q08945
Q9H3U1 Q9BZF1
O14744 Q96CW1
Q04912 P06213
Q14258 Q9C0F1
P42356 O94906
Q15058 Q13671
P53041 O43463
P56945 Q9Y4J8
O60341 Q13596
Q99550 Q4G0J3
O43482 Q16543
Q5XPI4 O43663
Q05086 Q4G0X9
P57740 O95295
Q9P2M7 Q13395
Q9HC52 P04792
Q96T52 Q02241
P29597 Q9UNY4
Q15058 Q13042
P23508 Q9NQ94
Q9Y4K3 O15213
Q96T37 Q9Y3T9
P50402 Q96CW1
Q9Y3F4 O95835
Q8N0Z3 P42858
Q16531 P49959
A5YKK6 P08621
P04792 Q6SJ93
Q96PU4 P30084
Q9ULW0 Q9NRD5
P78527 Q2M1P5
Q96PK6 Q14596
Q5SQN1 Q9UHF0
P62995 P07476
O95235 P31948
P29590 Q9NTZ6
Q9BZD4 P43403
Q9NWS6 O95661
Q8WV28 Q86UB2
Q15056 P42704
P38398 A1L157
Q6P2E9 Q9BRS2
P42704 Q9H3H1
Q14258 Q9BY44
P52272 Q92667
P00558 Q92615
P04629 Q52LW3
O00161 Q9BZL4
Q8NFU7 P49736
Q9Y5U2 O94992
Q13042 Q5VV42
O14746 Q86UW6
Q6P996 Q96AY4
O00541 O15085
Q5JR59 O14777
Q14671 Q96FC9
Q6IQ23 Q9Y4I1
Q96MT8 Q9BSM1
Q9C0I1 Q8IYI6
Q08379 P55196
Q9Y297 Q9NQW6
O60244 O60566
Q13617 Q8WXH0
P36957 P10721
P62314 O43390
Q9NVC6 Q9NYZ3
Q03933 O95376
Q96RK0 Q92530
O95478 P55072
Q8WVD3 P02008
P35222 Q96PU8
O00559 Q15555
Q9Y4K3 Q6ZMZ3
Q9ULJ8 O60573
Q9C0B0 Q02241
Q8N6Y0 Q9NR56
Q6IQ23 P62913
Q7Z736 P35250
O60306 P57058
Q9HD26 P49790
Q9UK22 Q8NHQ1
Q16531 Q99417
P20042 P36888
Q96QC0 P11308
O75582 Q9Y6I3
O15550 Q9GZS1
P33992 Q06587
O95295 Q96EA4
Q9Y5J1 P62310
Q8IYP9 Q96LK0
Q13625 O60437
O14976 Q9NWB1
Q86VV4 Q504Q3
Q00341 Q70J99
P53041 Q9Y6J0
O94827 Q9BSK4
O94979 Q9Y3M2
Q9NWB7 Q9NQW6
Q13618 Q86X10
Q9BXM7 O00116
Q16531 P48023
P12270 O43379
O00232 O14576
Q04637 Q9NXF1
Q8N442 O15294
P55072 Q07864
Q9Y4R8 Q96F07
Q9UF11 Q9HC77
P46100 Q8NB90
Q86UY6 P42338
Q00059 Q9NRD5
P53803 Q9NNX1
Q8TED0 P62753
Q13439 O95229
O95071 Q8NEM0
Q7Z2K8 Q13620
P07948 O14974
P62826 Q9UNF0
P31948 Q96PM5
P78344 Q16612
Q96NA8 Q9UBL6
Q9NX70 Q6IQ23
Q9H2G9 P34947
P11182 Q9P219
Q9H4M7 O60504
Q9NPF4 O95373
Q8N6M8 Q99471
Q9NQ94 P02545
Q8TF46 Q07065
Q14684 Q8IX03
Q49A88 Q8IWW6
Q9NQS7 P11274
Q9UQL6 P20290
Q9H8V3 Q8TBB1
Q16186 Q9NR46
P35222 P13693
O15294 Q96CW5
Q69YQ0 Q13200
Q92797 O96008
Q8TAD8 Q08116
P48736 P49591
Q15311 O95219
Q69YN4 Q9P2A4
P09874 Q562E7
Q12996 Q9NZ43
O15013 Q14498
Q8TDM6 P56962
P10124 Q9P0L0
Q13191 Q04637
P34897 P52306
Q3B820 O75716
Q969H0 Q13042
Q9UBQ7 P49821
P52630 Q8NFZ5
A6NEM1 Q99567
Q6ZRI8 P06753
O43426 Q12955
P46940 O75694
Q08752 Q14254
Q96JP2 Q6N021
P15056 Q9HBD1
Q9UHD8 P49790
Q96LJ8 P49736
O60244 Q92945
Q13618 Q12846
Q53T59 Q9NVJ2
Q9H267 Q5VT25
Q9BWG6 Q7Z7L1
Q9Y295 Q9BRX9
Q9UNY4 Q8IV63
O43609 Q9BXW9
P53350 Q7Z2W4
Q9P2D0 Q9UBQ7
Q9NYB9 Q8TB36
Q8TBC4 Q14684
Q9UGJ1 Q96G01
Q86VM9 O00232
Q9HCU5 Q96MM7
P56945 Q9UKV3
Q9Y3L3 Q99784
Q9Y6M1 Q96CW5
Q9NP79 Q8N6Y0
Q9BZV1 Q15029
P53355 Q969V4
Q5VU43 Q8WY64
P31751 O75747
Q14746 Q9ULW0
Q15645 Q14674
O14544 P14866
Q14204 Q00610
Q9UJU6 P45973
Q9NRJ4 Q9BRL6
Q9NUG6 P05187
P52815 O15212
Q9UMS4 O14974
Q9NPJ6 P25788
Q9UM54 Q9HC77
Q96AY2 O76094
Q9H4B6 Q3MHD2
P09874 P16157
Q96SN8 Q9NQL2
O15213 Q15038
Q2NL82 Q02241
P78314 P31943
Q4V328 Q12986
Q99683 Q8N442
O75694 P57081
Q96RG2 P49366
P08621 Q9Y6D9
Q14203 Q6PML9
Q7Z419 O43318
Q8N6H7 P19525
P09972 P35611
O75083 Q52M75
P30260 Q8WVP7
O43684 Q14498
Q86UY6 Q13873
P51572 Q9NRD5
P53350 Q15287
Q8IUH5 P14866
P34897 Q9UGU5
O96019 Q8N3Y1
P13569 Q96EP0
Q13616 P53779
Q9BSJ8 O94875
Q9NP74 P14866
P56945 P43243
Q9H2W6 O95714
Q5S007 Q96DB2
P83731 Q7Z6Z7
O95758 Q9GZT6
Q9NQW6 P31943
P51572 O75116
Q15287 O60244
P04792 O15294
Q96GE4 P23246
Q66LE6 Q9H2D6
P08621 Q53HC0
Q6ZMZ3 Q9UL15
Q96E11 Q5S007
P98170 P62873
Q9NPJ6 O15151
O94967 O75208
P42704 P27037
Q13148 O95817
Q12802 Q86YH6
O76094 P49257
Q6P2C8 Q13616
P68400 O95755
Q9H4M7 Q9UBF8
Q14690 P78344
P36507 Q9Y4R8
Q69YN4 Q8NI36
Q00534 Q9Y512
Q12873 Q9NW38
O15440 A4D2P6
Q12959 Q86SQ7
Q9UBB6 P62753
Q68CZ1 O15016
Q9Y3M2 Q9NNW5
Q9BRP4 P46821
O15151 Q5VTM2
P42858 O14578
Q08170 O14576
Q01844 O15392
Q14289 O14578
P36776 Q86VM9
Q16543 Q8ND30
O14544 Q8TAL6
Q8IZ69 P09012
Q9NYY8 O75182
Q8NHQ1 O60493
P61964 Q96QC0
Q03426 Q86VH2
Q14676 Q86Y13
Q5XPI4 Q9H7P9
P45973 P55072
P33993 Q8WW24
P60228 Q96R06
P46734 Q12929
O14879 Q969H0
Q13057 Q8NBJ4
Q9HD26 P25788
P28072 Q969H0
O95271 Q96E11
Q9HCJ3 P43405
O00443 P43307
Q9NQ66 Q9H4M7
Q96LJ8 P58340
Q15751 Q96J65
Q6PML9 Q9Y2I8
O00499 Q9UBK2
Q8TES7 Q5T011
Q96G30 O15042
Q9NP66 Q13823
Q9UJV3 Q9Y3M2
Q96RP9 Q8N5M1
Q92947 O43426
P06576 Q76MJ5
Q86XK2 Q7LC44
P52926 P18206
Q9P1Y5 P07919
Q16630 Q99417
Q86SQ0 O95816
Q8WUA2 Q9HCE7
O00232 P11801
P55072 O14544
P78362 Q96PY5
P13569 Q8IX90
Q9UH99 Q5XPI4
Q9H0H5 O43795
Q9BYD3 Q7KZ85
Q9Y6K9 P49959
Q8TEQ6 Q96E11
O94972 Q6N021
P48047 Q13315
Q96RK0 Q15020
Q8NHG8 Q6ZXV5
P60468 O14964
Q13112 Q5XPI4
Q9H4M7 Q86WV1
P43243 P25098
Q9NQP4 Q14690
Q8WV16 P40939
P11177 Q86Z20
Q6ZW49 Q8N8S7
O60674 Q9BZW7
Q96PK6 Q13501
Q9H8V3 Q9BSI4
Q8TD31 Q02410
Q96Q89 Q9BZV1
Q96CW5 Q15061
Q9P2M7 Q8IUH5
Q96N67 Q9NV92
P20290 Q9UNE7
O75382 O75533
Q9NZ32 Q8WY36
O75665 P19338
P46778 Q9UJU6
P31943 Q9BZF9
P40926 P49703
Q9Y4K3 P62753
O95071 P28288
Q15696 O60566
Q9NXF8 Q9UL15
Q13469 P83731
Q14999 Q12986
Q14194 P15918
Q9UHD8 Q9P2R3
Q4G0X9 O75083
P49721 O95447
Q7Z2K8 Q07889
P42345 Q9GZS1
Q6ZU80 P30414
P07910 Q6ZVK8
Q9UPT6 Q4VC05
Q14966 P51116
Q6PML9 Q9HBG6
Q8IWZ5 Q6ZW76
P40938 Q04637
P04843 Q9H0E2
Q6ZNE9 P53355
O95072 Q12933
O14641 Q9BVC4
Q9UHD8 P25788
Q9BQI3 Q7LGA3
Q9H4E7 Q69YN4
Q13618 Q9NUQ6
P09972 Q8IZC4
P13639 Q53T59
O15392 Q15811
Q9UIM3 Q9BSM1
Q6PKG0 Q9Y285
Q92567 P19419
Q15669 Q13148
Q6ZT12 P36542
P46937 Q9NS91
Q9HAU0 Q5T9A4
P04629 Q5JR59
O60674 Q14004
Q8TDY2 O15078
Q9BQ67 Q96G25
Q92614 Q99627
Q8NFZ5 O43752
Q5JSH3 O60645
Q969H0 Q92945
P52594 O75747
P42694 Q9BTT4
P25786 Q96E11
Q9BRS2 Q13873
Q53EZ4 Q8NHY3
Q9Y2W2 P46937
Q14966 Q86Y82
O95159 Q96PC5
P17931 Q5VWQ8
P46108 Q6ZNJ1
O14936 Q01804
Q8N9T8 Q53EZ4
P14866 Q9BT09
Q7Z406 O00203
O43896 Q9BRX9
Q86YT6 P11413
O95817 O75530
Q86UY6 P31350
O60566 P28324
Q86UK5 Q9NVF7
P60033 O75385
Q9HCM3 Q8TBB1
Q16531 P30085
Q9Y6K9 Q8WXK4
Q8NE63 Q15154
P47756 Q99623
Q96ND0 Q96CN9
P21860 Q13825
P53992 Q8IYS2
Q53EZ4 Q9P2R3
