P51946 P29083
Q9NRC8 Q12905
Q16831 Q13642
O15431 P54277
Q9HAW0 Q9UHI6
Q9P1U0 P54253
Q13421 O43298
Q92785 Q6ZN17
P01106 P54886
O95183 P62888
Q96HE9 Q96GQ7
P30876 Q96HR3
Q9H0W5 Q9UHB6
Q9HBX9 Q9BXP2
Q9BQE4 Q9Y2U9
P63220 P62854
Q96K58 P49711
Q96HJ5 Q5J8X5
P40429 O75569
O95793 Q8N9N2
O15409 Q16650
Q15942 P49023
Q9NV56 Q92993
Q7Z7K2 Q9H116
Q93063 Q15369
Q99543 P40429
Q15428 Q9UQ35
Q9Y5Z0 Q8TA86
Q9NRC8 Q6P158
Q9NS73 Q9H8E8
P62263 Q9GZR7
Q9BX68 P00403
O60832 Q9NY93
Q9NRC8 Q5VUA4
Q13952 P15822
Q99814 P27540
P01308 Q9BS26
Q92785 Q86YP4
Q9NV56 Q9NXR8
Q71U36 Q96GY0
P10176 O00746
O95243 P80188
Q7L2E3 Q12906
O14683 P54253
P10809 P82650
P41002 Q8N490
P21246 Q9Y657
Q6IAA8 Q96QD8
Q9NX04 Q8NCR6
Q13520 Q07326
Q14562 Q5VUA4
P18847 P53567
Q9BXP5 Q96DR5
Q9NX36 Q16718
O94953 P78371
Q01658 Q9NRF9
P61081 P61604
Q9NWS8 Q1KMD3
Q93052 P59998
O95994 Q99714
P15382 Q9Y6M7
Q6R327 P61247
P63279 Q9H9D4
O94761 Q9ULX6
Q9Y258 Q07325
Q04864 Q9UKT9
Q9ULD4 Q92794
Q7L5N1 P62280
Q16650 O15090
P25090 P49069
Q99543 P18621
Q9BX68 Q9NP92
P62701 P37108
Q9NPJ1 P50991
P19447 O60884
O95994 A4D2B0
Q92633 P03886
P61604 P07737
O60885 Q9NWT8
P10070 P63279
P17676 Q92793
Q8IWL3 Q92685
Q08211 O43290
Q9H2K0 O75879
Q30KP8 Q96RE7
O95786 Q13951
P62701 P23396
Q9C086 Q08211
P0CAP2 O15304
P30040 P78347
Q99543 Q15633
O14978 P25440
P39210 Q96DV4
Q8TCT7 Q00403
P10176 Q92665
P43351 P30041
Q92794 Q96T23
P62805 Q8IYL3
P54253 P39019
P82912 P82930
P56597 Q9P0U4
Q99732 P54253
Q9UQ35 Q05639
Q86VZ1 O43156
Q8TDT2 Q9UI14
P25116 O95715
Q9P2Y4 Q96K83
Q8NC60 O95260
P0C5Z0 Q96GQ7
P67870 Q9C086
P24863 P17900
Q86XP3 P39019
Q16740 Q8IYB8
P36954 Q96HR3
Q9UKP3 Q9BRP1
Q6DKI1 P26373
O60885 Q9NR48
Q16581 Q9UBV7
Q9NPI1 Q92499
Q7Z3Z4 Q5T5X7
Q8IY95 O95139
P10070 Q99460
Q9UGI8 Q9H299
O60832 O00303
O94761 Q9NP92
Q8N720 Q3KQV3
P49788 O15014
Q8N490 Q9UPY3
Q9NR77 P42166
O15235 Q9UKR5
P25090 P52569
Q14191 Q99459
Q8WY98 Q13520
P62805 P35268
Q6NUN9 Q16637
Q9UI95 Q8N5C7
Q8IWL3 Q8NCN5
Q9C086 P62888
Q14CZ7 O43615
P62750 Q9UBB9
P55317 Q15942
A0AVI4 Q9H9B4
Q6DKI1 P05388
O95793 P63173
P15336 P63241
O95786 P61073
Q6IBW4 Q9NS73
O14978 Q9Y6K1
Q8N680 Q8WVK2
O75396 Q9Y5J7
P15336 Q15532
Q9Y468 P16401
Q8N720 Q5MJ10
P01106 P25440
Q16795 P56556
Q04837 Q96EL3
Q96B42 Q96EY8
P78556 P48061
O00487 Q8IZU0
P04198 Q01101
O15446 Q5T3I0
O14842 Q14146
Q13217 Q9H3N1
Q13304 Q9NV70
Q14241 Q8TBX8
Q93098 Q9NP55
P0C5Z0 Q9NR30
Q9BYC8 Q9NQ50
O95274 Q96AA3
Q16649 Q6NUQ1
Q96C86 Q92576
Q9NPI1 Q9ULX6
Q53EQ6 Q9NVN3
Q9UGP8 P49069
Q9NX58 P05198
Q8NCA5 Q9H0G5
Q96CS4 Q92665
Q92499 Q9NTW7
Q58F21 P67870
P23396 Q9UL40
P47929 Q9UIQ6
Q13520 P60201
Q969T4 Q6NUN9
Q9UI14 P31150
P61081 Q96P26
Q96EB6 P01100
P09912 Q7L014
O95994 Q92499
Q9UFB7 P26373
Q8TDT2 Q15041
Q13951 Q9H2U1
P01100 Q9Y6Q9
Q12906 Q8N4Q1
Q15942 Q96KR1
P14854 Q8N4Q1
Q9NPC1 P67870
P54219 Q8N2M4
O75643 Q92620
P25116 P51161
P39019 Q9NSD4
P49023 Q9NR09
P62805 P61313
O75683 Q96EL2
Q9BXF3 O43823
Q96C86 P62424
P52435 Q68E01
Q9UFB7 P05388
P08913 P08588
Q96EB6 P63279
Q9H0E9 Q96JJ7
Q8TDT2 O75379
Q01814 Q8IXM6
A0JLT2 Q9Y2X9
Q75WM6 Q9NRX2
P16383 Q8IWV8
Q99459 Q7L014
Q8IWL3 Q96JJ7
Q969M3 Q14865
O94761 P63241
Q9H1X3 Q14697
Q9Y6K1 P52434
P54219 P56937
P04201 Q9H7F0
Q9H7E9 O95201
Q9NX04 O00746
Q9BRP0 P49356
O15431 Q9Y450
Q9BUQ8 Q92620
P01106 Q9ULM3
Q99677 Q96BW9
Q13520 P27449
P25440 Q9UIG0
Q1KMD3 Q9UBB9
Q14CZ7 Q96EL2
Q93063 Q16394
O60885 O75251
Q9H0C1 A6NI15
Q92993 P35520
Q9Y6B2 P29374
P49023 O14639
Q9Y6H6 Q8TAA9
Q6UWN5 O75419
Q13569 P37840
P63173 P35268
P51553 O43615
Q86YT5 Q05639
Q6RVD6 Q969U7
P62899 Q8TDD1
Q13253 Q8N3C0
Q8N680 Q08211
O60216 P41091
P28222 Q96AA3
O95947 Q3V5L5
Q6IAA8 Q9GZR7
P01308 P62424
Q8N720 P62699
P01106 O60762
Q9BX68 Q9Y3D5
Q96DV4 Q9NRX2
O43298 P26196
P62805 O15014
Q12907 Q6UW68
Q9H9B4 P19404
P51674 Q8TB61
Q6IAA8 Q04656
Q9BQ95 O43674
Q96I36 Q7KZN9
Q9NX58 O75569
Q9P0K8 Q12948
P25440 O75475
P25490 Q8NCA5
P43681 Q8NCS7
O75190 Q6DKI1
Q6IAA8 Q8IXH7
P34969 P05388
Q8TDT2 P30519
O14842 O14880
Q96CT2 Q8NFY9
Q9NRC8 Q9NVP1
Q9NR12 Q5T749
O95994 Q00796
Q96G42 Q13952
O15055 Q6EMB2
Q9Y2A9 Q86SF2
Q96LL9 O75438
Q9NRC8 P62847
O43741 P10109
Q8N6L1 Q9NRP0
Q9HCE5 P42766
Q9UNL4 P01106
Q14592 O75467
Q12947 Q00403
O43193 Q16637
O95994 O75475
P09622 P15374
Q05639 Q14166
Q04837 Q68E01
A0JLT2 Q96C00
Q96AN5 Q9P0S3
Q3B8N2 P51790
Q6ZN55 Q9H0U6
Q9BX95 Q9H228
O15446 O95785
P78563 Q8N8A6
P39019 Q8IWZ8
O15218 P0CG08
Q0D2K3 O60756
P37108 Q96RE7
P62805 Q7Z4V5
P25208 P06307
P78423 Q96E22
Q96DG6 Q9Y296
O94761 P42166
Q96HJ5 Q16617
P09382 Q92508
O94761 Q16342
P47992 Q9NRJ3
Q9Y5T4 Q8IZU0
Q96EY1 O43615
Q15022 O60832
Q9HCE5 P08195
Q8IXH7 P62854
P63173 P61313
P10242 O60216
O15218 Q14CZ7
P41231 P51636
Q8N6T7 P26196
Q16763 Q86UK7
Q96JL9 O14628
Q9Y5Y3 Q01814
Q13113 Q9BVJ6
Q96C86 Q9H3N1
Q08462 P21917
Q01201 P62263
P09622 Q9Y5L4
P62072 O00399
P62851 P25398
Q9HD34 Q9NU23
A6NCF5 P10809
Q9UPY3 Q16637
P23368 Q16740
P55000 Q9UL63
Q9NR30 O75569
O15446 Q2TBE0
O15446 Q96JP5
Q9NWX6 Q99707
Q96QT6 Q4LE39
Q8NHZ7 Q96DT7
P58505 Q9UBL3
Q6JVE9 Q9NXB0
Q9UGP8 Q96HE9
P01106 Q9NR50
Q96DZ7 Q99437
Q8TBP5 O75396
Q8N6G5 Q96S52
P48637 Q04446
P62805 Q92841
Q9H2K0 O14880
Q9NSA3 P35244
P46013 Q2TAL8
Q16740 Q86SX6
Q13118 P62633
O43676 O96000
Q8IY92 P67870
Q86U28 Q9C0C9
Q8IVM8 Q8NHS3
Q9Y2T6 Q9H7F0
Q9ULD4 Q96SL8
P41182 P25490
O75683 P26373
P30876 Q8NBB4
O95445 Q02338
Q01814 P51790
P62899 P62854
P62805 Q14202
Q9NWS0 P62854
Q9NPI1 Q9UJV9
Q2TBC4 Q2NKJ3
Q8N680 Q96MU7
O15342 Q96NT0
Q9UI95 O14925
Q12905 Q9NVP1
P0C7P0 Q04837
P10809 Q9Y3D5
Q8IY34 O75947
Q5JX71 Q96FZ5
Q9NX05 Q16637
Q9H2K0 Q9UGM5
Q9BX68 Q96EL3
P54274 Q14894
Q12905 P62847
P08151 Q12906
P35414 Q9H9B4
Q9Y6Y8 P62256
P08047 P17542
Q92793 Q9UKD1
Q8NI32 Q9UL63
O43759 Q96KA5
P46013 Q9NPI1
Q8N5M9 Q9NWH2
P35610 P09622
Q14191 P13010
Q7Z7K2 Q6PK04
P62805 Q92576
P61313 Q5VYS8
O95994 P63241
P62805 P18583
Q9NWT8 Q7Z4V5
O75638 Q8NFG4
Q00403 P25490
P17542 P49711
P15172 Q16514
Q02577 Q7RTS1
O94761 Q12905
Q5T3I0 P61247
Q99814 Q10586
Q8TCT7 Q96CP7
Q96FW1 Q8WUW1
P19404 P17568
Q9ULD4 Q9HBE1
P55000 P16035
P23396 Q5SSJ5
O75683 Q9Y450
Q9UHL9 Q9UBW7
Q96MN9 Q00403
Q5W186 Q8IVA1
Q86UK7 P49368
P25440 Q9UJV9
Q9NPI1 P42166
P78334 Q9BU23
P24385 Q14865
Q96EY1 Q96EL2
P50991 P40227
P41227 P61599
Q10471 P15941
Q86VZ1 Q9NX76
Q9Y2K1 O95785
Q9H300 P10606
P98177 P39748
P41002 Q9NY93
Q99714 Q1KMD3
Q9BZS1 Q9NRG4
P78396 P51946
O94761 Q6P158
P10176 Q8NC60
Q9Y6X1 P61619
Q96KC8 P61513
Q6NVU6 Q8IVS8
P61513 O75569
O60885 P62805
P01106 P40692
P49450 Q96L73
Q8IZ20 Q9Y3S2
Q8IV16 O95158
Q9P1U0 O00488
Q9UKR5 Q9BUJ2
Q9Y6Y8 Q9BTM9
P10242 P17676
Q9HAZ2 P18583
Q9H2F3 Q9Y6Y8
P54219 Q96EC8
P62805 P62424
P01106 Q99459
Q9H2F5 Q9NV70
Q9ULD4 Q9UPP1
P82932 Q8NHQ9
Q9UKX7 Q9UQR1
Q96LL9 O75251
Q8WTR7 Q9H9D4
Q99459 P78371
Q96FI4 P82930
Q8IX18 P21675
Q8N720 P41227
Q9Y6Q9 O00399
Q96FF9 P10809
O95619 Q5T749
Q13485 Q99805
Q13330 Q92560
Q96EB1 Q9UIF9
Q9Y6B2 Q92830
P25791 Q86VK4
P18509 Q9UL63
Q99612 O95793
P61081 P50990
P54274 Q8TBB5
Q8NI32 P16035
Q96MX3 Q14146
Q8NHQ9 Q96EL2
O60884 Q69YN2
Q9H2K0 Q13423
P30556 P25116
Q96JM3 O00178
P62847 Q9Y421
Q9NV96 Q9UBS3
P01189 Q8IVS8
Q9UNP4 P08047
Q9NX58 P62899
P46098 Q96B77
Q99909 Q9H5J0
O15446 Q5VZL5
Q9UHR6 Q92620
Q75WM6 Q5SSJ5
P62805 Q9NS73
Q96KC8 Q9H1E5
Q04864 Q9Y3B2
O14842 Q13144
P37275 Q92618
O96006 Q8WXI9
O95793 P17987
P61244 Q92993
P56597 P54253
P41002 P30876
Q02363 Q13630
O75569 Q8N8A6
Q96C28 P82912
Q9ULU4 Q9NQX1
Q9UBS3 Q93063
P07992 Q16514
P62805 P10809
Q96EB6 P14635
P01308 O75251
P01106 P51659
P48201 Q8N2G8
Q7Z2E3 P49916
Q9Y320 P55085
Q9ULU4 Q96MI9
P49411 Q96P70
O60216 Q9ULM3
P62750 O75683
P04844 Q96JJ7
Q9NPC1 Q9BRG1
O95968 Q86WC4
Q96D03 Q99633
Q9H2K0 P82930
Q52LG2 A8MV65
P62899 O95625
P19447 P47929
Q9ULX6 P67870
Q96ER3 O00391
Q92905 P62701
Q8N6T7 Q8TDD1
P24385 O00716
Q04837 P38117
Q9Y483 Q96KM6
Q9H6H4 Q9H9B4
Q9NRC8 O00566
P17568 Q0D2K3
Q5F1R6 P62424
Q9UKX7 Q9UQ35
P54253 P63208
P19404 Q96EY1
P23396 Q96KR1
P0C5Z0 Q6ZN55
P61244 P63208
P55317 Q99547
Q9Y3I1 P62851
O43474 Q92993
P26373 Q96GQ7
P02786 Q9NV70
Q9NPI1 Q6P158
Q16621 P57086
Q9Y3S2 Q969S3
Q15005 Q9NQ11
Q9BZS1 Q86T24
Q96DV4 Q9NX24
Q8N720 Q53FD0
P49715 Q9HB58
Q86SX6 Q9BX68
Q9UKX7 Q96KM6
P61081 P25398
Q9NRC8 Q15477
Q08257 Q86SX6
Q8IWL3 Q9Y3E5
Q03403 Q96HC4
Q96QT6 Q96N64
Q9NR30 P62899
P46013 O75643
O00746 O95994
Q9H300 O75251
Q8NI32 Q9BS26
P23769 Q13485
Q99714 O95455
P82932 Q96EL2
Q96FW1 P35520
Q9NPI6 O00178
Q8IVS8 Q9NZI7
Q03135 Q7RTP6
Q9Y4X4 Q8TDD1
Q9NRC8 P51610
P09622 P67870
Q86VZ1 Q03169
Q9NWT8 Q9BYD6
Q5T749 Q9BYR5
Q9NWS0 Q9NYU2
Q9Y3S2 P21675
Q8NAP3 P61247
Q96G42 Q9NZC7
Q99750 Q99757
Q96FW1 P09669
Q6PJQ5 O00409
Q01814 Q8NBW4
O43474 O14497
P41595 P21731
O60885 Q96KR1
Q9NZC7 Q08211
P46926 Q9NRG1
Q9Y2T7 Q9BYD6
P15336 Q9Y5J7
O95786 Q9NZI7
P15173 P52435
Q9H6H4 Q96HH6
Q9UHK6 Q9NVH6
Q96BR9 Q96EG3
Q14657 P54707
Q6P1X6 P19404
Q9C0K0 Q8IXM2
Q6UW68 Q9NV12
Q99684 Q9NQX1
P52435 P51610
Q9BVI0 Q9ULD9
Q9Y2T7 Q92665
Q96HE9 Q49A26
O14880 Q16617
P15941 Q6N075
Q9Y4D2 Q3ZAQ7
P40429 Q9ULD5
P49789 Q04864
A2A3N6 Q9NWK9
Q8TEY5 Q03060
Q92793 Q99966
P01106 Q86TJ2
A2A3N6 P49643
Q9UPQ0 Q96M94
O15446 O94880
Q9H0W5 Q8N1F7
Q16621 Q16236
Q969M3 P10606
P25090 Q9NWS8
Q96N20 Q5MJ10
Q99459 Q8TF01
Q15916 Q9HCK0
Q9BY12 O14901
O60885 O60583
P54253 P63279
O43826 P80188
Q99459 Q7Z2T5
Q9NWS0 P48643
Q9NZC7 P62888
P27449 P14416
P54253 Q9UKD1
Q9GZR5 Q9H0R3
Q8NHQ9 P26373
P38919 Q9Y657
Q75WM6 Q5T3I0
Q8N961 Q6R327
Q9Y2C3 Q02338
Q96FT9 Q92993
Q9UI95 Q9UPY3
P10244 Q9C0K0
P01275 O15240
Q14562 Q9UQ35
O94761 Q9Y296
Q96ME7 Q14146
Q6PK04 Q9NY93
Q5SSJ5 P62263
Q96BW9 Q86XE5
Q9Y2Y6 P15941
Q6P1X6 Q9BUJ2
P13501 P47992
P02786 P30040
O14978 P13010
Q9NUH8 Q8TA86
Q9Y6H6 Q8WWI5
P25090 Q9H7F0
O15055 P39019
Q16581 Q96NT0
Q969J2 P17028
Q712K3 Q2NKJ3
Q8TBP5 O94766
P01106 Q96HR3
P53567 P15336
A0PK11 Q8N6M3
Q8NBB4 O14901
Q92905 Q96KR1
Q9Y5Y3 Q68E01
O60885 Q6NUJ5
Q9NUH8 P56557
Q8IYD8 Q9NPI8
O60885 Q92499
Q9Y5Z0 P35610
O14842 O43674
P10242 P54132
Q9UL40 Q12906
O15431 Q9Y6J9
Q9H2F3 Q6NUQ1
P10809 Q92889
Q14153 Q9BS26
P35372 O15121
Q9Y4X4 Q9H2F5
P14854 Q9NRP2
Q96SF2 Q9NS73
P51460 Q99622
O15514 Q9H7N4
O95786 Q96RV3
Q02363 Q9BTC0
Q13304 Q96CB8
Q92905 P17535
P78371 Q99832
O94761 P62847
P61081 P41227
Q9NQX1 Q5T8I3
Q02930 Q9UHV8
P10176 P82650
P41002 P35268
P06454 Q14145
Q9NRH3 P49368
P37275 P62750
Q9UI95 P57678
P62899 Q9GZR7
O15121 Q7Z4V5
Q9H2P0 O14497
Q8IVM8 O94766
P26373 Q9BVJ6
Q9H300 O43676
P41002 Q01469
O00716 Q9BQC6
Q9NRC8 Q9UGU0
O75937 Q8N6N3
Q9Y5P2 P49368
P35414 Q6NZ67
P62847 P46782
Q99750 Q92993
O43638 Q9BT73
Q6ZN17 O60832
Q9UPY3 Q9HCK5
Q99612 Q14CW9
Q9UKX7 O60281
Q7L2E3 O75556
P41091 O15534
O95619 O15516
P35244 Q9H9Y6
Q9UGP8 O75396
Q9Y5L4 Q12830
O15218 Q8N2G8
P47775 O43676
O95786 Q01658
Q7L5N1 Q6P3S6
Q9NR55 Q02930
P35268 P62899
Q14296 Q7L5L3
Q8WXI9 P10244
Q8NFB2 Q9NWQ8
Q99497 P13667
Q0D2K3 Q7Z6M1
P0C5Z0 Q9H4Z2
Q96RI0 O00254
O95793 O00178
Q8NAP3 P13807
Q9H8H2 Q6ZN17
P41002 P61313
O15235 Q9NUL7
Q8NB12 Q9BVJ6
P01106 P50990
Q15554 Q9NR30
Q9H0R8 Q12906
P08151 O00422
Q68CP9 Q9H8M2
O00566 Q9Y2R4
P48552 P26358
Q9NP55 Q96LI6
Q9NPI1 Q9NVP1
P25440 Q9P0M6
O95786 Q6NYC8
Q9H2C0 Q8NFY9
O95994 O95670
Q8N6T7 O95625
Q9UJX6 Q9NR09
Q6DKI1 Q9H8H2
Q9H5J0 Q9UDV6
Q12905 Q9NUD5
Q53GI3 P57086
O00487 P50990
Q9UIH9 Q8WUU5
P46013 O60884
Q9NR28 O96000
Q7L5N1 Q96T23
P01106 Q8N8A6
P62851 P61247
P62805 Q9Y3B2
Q96LI6 O75909
P41002 Q9UNZ2
P10242 Q9UPP1
P05388 Q6IQ21
Q9NX04 Q5H9K5
P21675 P54259
Q06432 Q9H0R3
P55317 Q9NZI7
Q9UBW7 Q9H5J0
Q9BU76 P82912
Q75WM6 Q96JP5
Q8TF39 P57086
Q9NZB2 O75569
O60885 P62280
P78563 P61247
Q9H6K4 O43615
Q9BS26 Q7Z7E8
Q9GZM5 Q03135
Q03135 Q9Y6Y8
Q8TED1 Q69YG0
Q8TED1 P56557
Q15697 P17028
P01308 Q9BPZ7
Q92993 P17028
Q96BI1 Q96B77
Q92905 Q16775
Q96EL2 P82921
Q9BYR5 Q6PEX3
Q9H1C4 Q96KA5
Q05639 P08173
P25440 Q9NVP1
P14854 O75306
Q8TDU9 Q9NWS8
Q8N6T7 Q5T1V6
Q9Y483 Q4LE39
O95600 P14854
Q53GT1 Q86T24
Q99459 Q96RE7
Q9UQ35 O95391
Q99612 P62633
P04201 P48735
P53384 Q96DT7
Q9UI95 O15235
Q14872 P61247
P37275 P13010
Q99750 Q96C55
Q8NFD5 Q9NPI1
Q9BPX1 Q9H8E8
P39019 Q9ULD5
Q9NX58 Q9ULD5
O95182 O95168
O95994 Q9NVP1
Q8TBM8 P30040
Q13127 P47914
A8MV65 P59991
Q92585 Q92793
Q8N2G8 P32302
P62805 Q9NP71
P82912 P05388
Q8N680 Q9NX01
Q9NUH8 O43451
Q9UFB7 Q9H8H2
Q15544 Q8N653
Q6IWH7 Q99714
P01106 Q12874
O95994 P62847
Q9UI95 Q9NRX2
P78364 Q8IXK0
P24863 P05090
Q8NCS7 Q9H6H4
P48651 P80188
P19544 P60372
Q9H410 Q9H2P0
Q99814 P10244
O15409 Q8WXI9
Q9BT73 Q969U7
P54709 Q9Y5Z0
P63208 Q9NWN3
P49184 Q8WZA1
O95793 Q9NZB2
Q6P4A7 O75556
Q92665 Q8NC60
Q9BUQ8 Q2TBE0
O00487 Q12874
O14978 Q9UPP1
P49711 P61619
P55316 Q15738
Q8TDV0 Q5JXX7
Q13127 P26373
O95994 O95274
Q8IXB1 Q8NBS9
P25490 Q01201
O95881 Q92785
P41002 P51003
Q8IYD8 A8MT69
Q9H1C4 Q53GQ0
Q6IBW4 Q8N2M4
O60885 Q9NXA8
Q9BUQ8 P25440
P51610 P08047
Q9GZM5 Q9UBV7
Q9H112 Q71U36
P46663 O15444
Q9Y3S2 O94762
Q8N6T7 P48643
Q92841 Q15788
P36969 P30041
Q5VYX0 Q5T749
O00585 P61073
Q56P03 Q8IYR2
Q9NX05 Q9UHI6
P16401 P13667
Q96IK5 Q99633
Q96AT9 Q16831
Q9Y3S2 Q5SSJ5
O95994 Q5T1R4
Q8IWL3 O00746
Q96EL3 Q13405
Q13330 Q63HK5
Q15477 O60925
Q96EY1 Q7KZN9
Q5JX71 Q969S6
Q96LL9 Q9UI09
Q5T653 Q96DV4
Q9UI95 Q96EY1
P16035 P55786
Q9NUH8 Q9BWQ6
Q9UJ83 Q96E35
P22234 P23368
Q86WB7 Q8TDV0
P41002 Q15102
Q6P9B9 Q92610
P55316 Q9H2P0
O75190 P61313
Q04837 Q9BX68
Q8NB15 P51800
Q8N4T8 O75879
Q9UMX2 Q6P1W5
Q9BXW4 Q9H1Y0
P02724 Q5VW36
P16401 O75683
Q9UL40 Q9NY12
P62805 O60220
Q8N680 A3KN83
Q15041 Q9Y3D7
Q8N2M4 Q5JXX7
Q9NUL7 O75251
Q8WYA1 O15516
O95865 Q9BX68
Q969S3 Q5F1R6
O60885 P51946
P62805 Q96DE5
P30041 Q08257
Q9P1U0 O75575
Q9Y3E0 Q96NT0
Q14973 Q99437
Q96S59 P62701
Q9BYV9 Q92993
Q96C86 Q9UIG0
Q9BUQ8 Q99856
O15218 Q6P9B9
Q9BT76 Q71U36
Q16637 Q71U36
P37840 O00746
P14635 Q08050
Q9BSJ5 O75251
O15446 P25490
O14957 Q9NXE8
Q71U36 P31153
Q96EL3 P63279
Q00403 Q04864
P18848 P49715
Q5JX71 O75063
Q8IWL3 Q92665
O94761 P51610
Q99459 Q9BUQ8
Q8N490 Q9Y2Y0
P41002 P18583
Q9NY93 Q96EL2
Q9NWS0 P50991
P18621 P25398
O95600 P19532
P35367 Q9NZL9
Q9NWT8 P82932
P43681 Q8N5K1
Q5VU57 P40227
Q9UF47 Q8NEW0
O75911 P13987
Q96I36 Q9Y5L4
P57086 Q969J2
O15014 Q9ULD9
P09912 Q12872
Q96C86 O75475
Q9NPI1 P01106
Q8NCK7 O75396
Q9P0K8 Q9UQR1
P35372 Q9GZM5
Q9UKX7 A3KN83
Q9UJX6 P05198
P43681 Q92611
Q15008 O00487
P43351 P10809
Q96IJ6 O14901
Q3YBM2 P80188
O15446 Q8N8A6
Q13253 Q8IWV8
Q8TCT7 P37840
O95786 Q8TBM8
P49407 P35268
Q9H9Y6 O75575
Q86VI1 Q9NV70
Q96CK0 Q5VYS8
P62888 P52746
Q9UIH9 Q9Y5P3
P35869 P55317
P62899 P17010
Q53R12 Q3SXM5
Q8IYL3 Q01831
Q8TCC3 Q13405
Q14469 P63208
Q53TN4 Q04941
P19404 O95167
P10242 P49711
P61081 P61247
P55769 Q5BKZ1
Q13520 O43759
O00746 P10109
Q9ULD4 Q96RE7
Q9H300 Q9UI09
P15941 Q96FZ5
P01308 Q00796
P62805 Q9H8N7
P32248 O43927
O43759 Q9H1C4
O75190 Q7Z4V5
Q52LG2 Q9UM22
Q96BK5 P62263
O95786 Q8N812
Q9NPJ1 P17987
P17040 Q9Y2L8
P18848 Q9Y4A8
Q9Y5T4 P25398
P27540 P62633
O75683 Q9H8H2
Q8N6T7 Q1KMD3
Q9GZR5 P23763
O95786 Q8N4T8
P35610 Q9H9B4
Q7L5N1 Q9P2N7
Q15761 P01303
O94761 Q9BRJ6
P56556 O95168
Q9Y483 Q96N64
Q12952 O15090
Q9UBS3 P37088
P53384 Q96C00
Q9UIH9 Q9NRX2
Q15788 Q13569
Q16637 Q15047
Q6ZNB7 Q5T9L3
Q12872 Q5JRK9
Q9BVJ6 Q9H8T0
Q9NR77 O75396
O60216 P50990
Q9BZ95 P63279
O75937 Q9UIF9
Q9NWS0 P09382
Q92665 P82921
P49447 P36969
Q02446 Q14119
Q9UBS3 Q9NYU2
Q9Y320 Q15738
Q92748 Q8WXI9
P01106 Q9H8H0
Q13323 Q5TGU0
P37108 Q8N3Z6
Q8WVZ9 P15822
P14635 O94955
Q6DKI1 Q96GQ7
Q9Y3S2 Q5T3I0
P07737 Q8IZD4
Q9H0C1 Q96IQ9
Q96MF4 Q6P158
Q9C002 P10176
P41002 P10809
O00399 O43298
P61244 P49916
Q13887 Q9ULD9
Q9H3N1 O43286
O75381 Q71U36
P37108 Q969S3
O15265 Q5T6C5
P01160 Q15828
Q99543 P61313
O15055 Q15084
Q9UFB7 Q9UEG4
Q8TDT2 Q9UHJ9
Q6ZN17 O43167
A0JLT2 Q15047
Q9UIH9 Q15596
Q8NCK7 Q15008
P21917 P08588
O95711 Q92791
P0C5Z0 P49916
Q9H112 P37088
Q92560 Q9BTC0
P53611 Q6PGQ7
Q9NWT8 O95182
O43741 Q04864
Q9H1C4 Q8IXB1
Q9NPI8 Q8WWU5
Q15911 P10242
P50406 Q96JB2
O43193 Q9H4A6
Q04837 Q8NCN5
Q9NY93 P47914
Q99459 Q86YP4
Q13520 O43451
Q7Z7H8 Q9H0U6
Q9UPY3 P57678
Q96NJ5 O14901
Q9GZV8 Q15022
Q96N21 Q9BUE6
Q6ZQW0 Q9Y4X4
Q96LL9 Q5JX71
Q8N3Y7 Q92935
Q9H244 Q96AA3
Q9Y258 Q9NRJ3
Q8TED1 P09466
Q8IY95 O95926
P14061 Q01814
O95600 Q96ME7
P10242 P15822
Q8NFB2 P01100
Q9UKX7 P60983
P49368 Q9P2G9
Q01658 Q86TJ2
P26373 Q49A26
Q9Y468 Q15008
Q9Y3E0 Q6IAN0
Q9NUH8 Q14656
P55085 P04920
P08047 Q14145
P38919 Q86U44
Q8N594 P37840
Q96DT7 Q15554
P42166 Q13371
O15055 P02786
Q99832 Q86SR1
P0C7P0 O75947
Q9NUL7 P82932
Q9Y4X4 Q8IWI9
Q13123 Q5BKZ1
O60885 Q9UP52
Q9GZM5 Q9H330
O43193 P54707
P41002 Q9H3N1
O95786 O00178
O60216 Q12874
Q99742 O15534
O43889 Q16236
Q9Y3I1 O43474
Q8N4N3 P54253
Q8TDD1 P26373
Q9BSJ5 P82932
Q8TED1 P05090
Q13404 P15374
O43520 P62851
Q9NY97 Q10471
Q96B54 P78347
P27540 Q9UBP5
Q92665 P82650
Q9H0R8 O60238
O75569 Q7L5N1
O00487 Q8TAK6
O43889 Q68CJ9
P52434 P24863
P14854 Q8WWV3
Q8N490 Q9NR50
Q96SF2 Q9NWK9
Q15942 Q68DQ2
Q8TDD1 P05388
P78347 P17987
P62633 P40429
Q86UK7 P45880
P43681 Q96EU7
P62750 P62263
Q08AG7 Q6NZ67
Q9BZE0 P67870
P54709 P54707
Q9NYF3 Q9UHB6
Q13838 P13987
Q13569 Q92793
Q6JEL2 Q7L5N1
Q96FI4 Q8IY37
P49411 Q8TAE8
O60220 Q8N4S7
A0JLT2 P24863
P18621 Q96DV4
O75376 Q9NRL2
P54274 Q08050
Q14592 Q8N1G0
P43351 P19447
Q96C86 P42166
P51608 P54132
Q5JTC6 O43290
Q9H633 Q96EB6
Q9BUZ4 Q15633
Q9NZC7 Q9BTC0
